gakkou	seibetu	q1.1	q1.2	q2	q4	q6	q7
601	1	1	1	4	3	 	2
601	1	2	2	14	1	 	1
601	1	2	2	10	1	 	1
601	1	1	1	10	1	 	1
601	1	1	1	10	2	1	2
601	1	1	1	4	2	 	1
601	1	1	1	10	1	 	1
601	1	2	3	10	3	 	1
601	1	2	2	10	2	1	2
601	1	2	2	3	2	1	2
601	1	1	1	10	1	 	1
601	1	1	1	14	1	1	1
601	1	1	1	10	1	1	1
601	1	2	3	10	1	 	1
601	1	1	1	10	1	 	1
601	1	1	1	10	2	1	2
601	1	1	1	10	2	1	2
601	1	2	3	6	2	 	1
601	1	2	3	10	2	 	2
601	1	2	3	4	2	 	2
601	1	1	1	10	2	 	1
601	1	1	1	10	1	 	1
601	1	1	1	6	2	1	2
601	1	1	1	6	3	 	2
601	1	2	3	10	3	 	2
601	1	1	1	12	1	 	1
601	1	2	2	10	1	 	1
601	1	2	2	10	1	 	1
601	1	1	1	10	1	 	1
601	1	2	4	14	1	 	1
601	1	1	1	10	2	 	1
601	1	1	1	4	2	 	1
601	1	2	2	10	1	 	2
601	1	1	1	10	1	 	1
601	1	2	2	10	2	 	1
601	1	1	1	10	2	 	1
601	1	1	1	10	2	 	1
601	1	2	2	10	1	 	1
601	1	1	1	6	2	 	1
601	1	1	1	12	1	 	1
601	1	1	1	10	2	 	1
601	1	2	2	6	2	 	1
601	1	2	3	14	2	 	1
601	1	1	1	10	2	 	1
601	1	2	3	3	3	1	2
601	1	1	1	10	1	 	1
601	1	1	1	10	1	 	1
601	1	1	1	6	2	1	2
601	1	2	2	10	2	 	1
601	1	2	2	4	1	1	2
601	1	1	1	10	1	 	1
601	1	2	4	10	1	 	1
601	1	2	2	14	2	 	2
601	1	1	1	14	2	 	1
601	1	1	1	10	2	1	2
601	1	2	3	8	1	 	1
601	2	2	3	14	1	 	1
601	2	1	1	12	1	 	2
601	2	2	2	10	2	 	2
601	2	1	1	10	2	 	2
601	2	2	2	10	2	 	1
601	2	2	1	10	3	 	2
601	2	2	3	4	3	 	1
601	2	2	1	6	2	 	2
601	2	2	1	10	1	 	1
601	2	2	1	4	2	 	1
601	2	2	1	10	2	 	2
601	2	2	4	10	3	 	2
601	2	1	1	10	1	 	2
601	2	2	1	4	3	 	2
601	2	2	2	6	3	 	2
601	2	2	1	10	2	 	2
601	2	2	3	14	2	 	1
601	2	2	1	10	3	 	1
601	2	1	3	13	2	 	1
601	2	1	1	10	2	 	2
601	2	2	2	6	3	 	2
601	2	2	2	10	2	 	2
601	2	1	1	10	1	 	2
601	2	2	1	10	1	 	1
601	2	2	1	10	2	 	2
601	2	2	1	6	2	 	2
601	2	1	1	10	2	 	2
601	2	2	2	10	2	 	2
601	2	2	2	10	1	 	1
601	2	2	2	12	1	 	2
601	2	2	1	10	2	 	2
601	2	2	1	10	3	 	2
601	2	2	4	10	3	 	2
601	2	1	1	10	2	 	2
601	2	2	4	6	3	 	2
601	2	1	1	10	1	 	1
601	2	2	4	10	2	 	2
601	2	2	4	10	2	 	2
601	2	2	2	7	2	 	2
601	2	2	2	10	2	 	2
601	2	2	3	6	3	 	2
601	2	1	1	10	2	 	2
601	2	2	1	14	2	 	2
601	2	2	2	6	3	 	2
601	2	1	1	10	1	 	1
601	2	2	3	14	2	 	2
601	2	2	2	6	2	 	2
601	2	2	1	14	2	 	2
601	9	2	2	1	3	 	2
602	1	9	2	1	2	1	2
602	1	9	2	8	2	 	2
602	1	9	1	4	2	1	2
602	1	9	1	14	2	 	2
602	1	9	1	4	2	1	2
602	1	9	1	10	1	 	1
602	1	9	2	10	1	 	1
602	1	9	1	10	1	 	1
602	1	9	1	10	1	 	1
602	1	9	1	12	1	 	1
602	1	9	1	6	2	 	2
602	1	9	1	10	1	 	1
602	1	9	1	10	1	 	1
602	1	9	2	6	2	 	2
602	1	9	2	10	2	 	2
602	1	9	1	14	1	 	1
602	1	9	1	10	2	 	1
602	1	9	1	8	1	 	1
602	1	9	2	10	2	 	2
602	1	9	1	10	1	 	1
602	1	9	2	10	2	1	2
602	1	9	1	10	2	 	2
602	1	9	2	10	2	1	2
602	1	9	2	10	2	 	2
602	1	9	1	10	2	 	1
602	1	9	1	6	2	1	2
602	1	9	1	6	2	1	2
602	1	9	1	10	2	 	1
602	1	9	2	10	2	 	1
602	1	9	2	10	1	 	1
602	1	9	2	10	1	 	1
602	1	9	1	6	2	 	2
602	1	9	1	12	1	 	1
602	1	9	2	15	2	 	1
602	1	1	1	6	2	1	2
602	1	9	2	10	3	1	2
602	1	9	4	12	1	 	1
602	1	9	3	14	1	 	1
602	1	1	1	10	1	 	1
602	1	1	1	7	3	1	2
602	1	1	1	11	1	 	1
602	1	1	1	6	2	 	2
602	1	9	4	3	2	1	2
602	1	1	1	14	2	 	2
602	1	9	1	6	3	 	2
602	1	1	1	6	1	 	1
602	1	9	2	4	1	 	1
602	1	9	6	14	1	 	1
602	1	1	1	4	1	 	1
602	1	9	2	10	3	 	1
602	1	9	3	10	2	 	2
602	1	9	2	8	2	 	1
602	1	1	1	6	2	 	1
602	1	1	1	8	1	 	1
602	1	9	3	10	1	 	1
602	1	1	1	12	1	 	1
602	1	1	1	8	2	 	1
602	1	1	1	6	2	1	2
602	1	9	2	10	2	 	2
602	1	9	2	4	3	 	2
602	1	9	3	14	3	 	2
602	1	1	1	10	3	1	2
602	1	9	2	10	1	1	2
602	1	9	2	12	2	 	1
602	1	9	1	10	2	 	1
602	1	9	3	10	2	 	1
602	1	9	4	10	3	 	1
602	1	9	1	6	2	 	2
602	1	9	1	14	2	 	1
602	1	9	2	10	3	 	2
602	1	9	3	10	1	 	1
602	1	9	2	6	2	 	1
602	1	9	3	10	1	 	1
602	1	1	1	14	2	 	2
602	1	9	2	6	2	 	1
602	1	1	1	7	2	1	2
602	1	1	1	10	2	1	2
602	1	1	1	10	1	 	1
602	1	1	1	6	3	 	2
602	1	9	2	8	2	1	2
602	1	9	2	4	1	 	1
602	1	9	1	13	1	 	1
602	1	9	2	11	1	1	2
602	1	9	2	6	2	 	1
602	1	1	1	10	2	 	1
602	1	9	1	10	1	 	1
602	1	1	1	10	2	 	1
602	1	1	1	11	3	 	2
602	1	9	7	13	1	1	2
602	1	9	4	14	1	 	1
602	1	1	1	10	1	 	1
602	1	9	2	6	2	 	1
602	1	9	1	10	3	 	2
602	1	9	4	6	2	1	2
602	1	9	6	1	3	 	1
602	1	9	2	4	1	 	1
602	1	9	2	10	1	 	2
602	1	9	1	10	3	 	1
602	1	1	1	10	1	 	1
602	1	1	1	10	2	1	2
602	1	9	2	12	2	 	1
602	1	1	1	10	1	 	1
602	1	1	1	10	1	 	1
602	1	9	2	10	2	 	2
602	1	9	3	10	2	 	1
602	1	1	1	12	2	 	1
602	1	9	1	6	2	1	2
602	1	1	1	10	1	 	1
602	1	1	1	4	1	 	1
602	1	1	1	10	3	 	2
602	1	1	1	10	1	 	1
602	1	1	1	10	2	 	2
602	1	1	1	4	2	 	1
602	1	1	1	14	1	 	1
602	1	9	2	11	2	 	2
602	1	9	2	10	1	 	1
602	1	9	2	10	2	 	2
602	1	9	2	10	2	 	1
602	1	1	1	14	1	 	1
602	1	1	1	12	1	 	1
602	1	9	3	10	1	 	1
602	1	9	1	11	2	1	2
602	1	9	3	10	3	1	2
602	1	9	1	10	1	1	2
602	1	9	2	4	3	 	2
602	1	9	2	6	3	 	2
602	1	1	1	10	1	 	1
602	1	9	2	14	1	 	1
602	1	9	2	10	1	 	1
602	1	9	3	12	2	 	1
602	1	1	1	11	3	 	2
602	1	1	1	10	1	 	1
602	1	1	1	4	3	 	1
602	1	1	1	10	2	1	2
602	1	1	1	6	2	 	2
602	1	9	3	4	3	1	2
602	1	1	1	13	1	 	1
602	1	9	2	12	1	 	1
602	1	1	1	10	2	 	1
602	1	9	2	14	1	 	1
602	1	1	1	8	3	 	2
602	1	9	2	10	1	 	1
602	1	9	2	10	2	 	1
602	1	1	1	12	1	 	1
602	1	9	3	13	1	 	1
602	1	9	2	10	1	1	2
602	1	1	1	10	2	 	1
602	1	9	4	10	3	 	2
602	1	1	1	12	1	 	1
602	1	9	2	10	2	1	2
602	1	9	3	13	1	 	1
602	1	9	2	10	1	 	1
602	1	9	3	6	3	 	2
602	1	1	1	12	1	 	1
602	1	9	2	10	2	 	1
602	1	9	2	10	2	 	1
602	2	9	2	10	2	 	2
602	2	9	2	1	2	 	2
602	2	9	1	10	2	 	9
602	2	9	1	10	2	 	9
602	2	9	1	10	1	 	1
602	2	9	3	6	2	 	2
602	2	9	1	10	2	 	2
602	2	9	2	14	2	 	2
602	2	9	1	10	2	 	2
602	2	9	1	14	2	 	1
602	2	9	1	10	2	 	1
602	2	9	1	10	1	 	1
602	2	9	2	4	2	1	2
602	2	9	2	6	2	 	2
602	2	9	1	4	2	1	2
602	2	9	3	14	2	 	2
602	2	9	1	10	2	 	2
602	2	9	2	10	3	 	2
602	2	9	1	10	2	 	2
602	2	9	2	10	2	 	2
602	2	9	3	10	2	 	1
602	2	9	2	10	1	 	1
602	2	9	2	10	2	 	2
602	2	9	1	10	1	 	1
602	2	9	2	6	2	 	2
602	2	9	2	10	2	 	2
602	2	9	1	10	2	 	2
602	2	9	1	14	1	 	1
602	2	9	1	10	1	 	1
602	2	9	2	10	2	 	2
603	2	9	1	10	1	 	2
603	2	9	2	11	2	 	2
603	2	9	2	12	2	 	1
603	2	9	2	10	3	 	2
603	2	9	4	10	2	 	2
603	2	9	4	10	2	 	1
603	2	9	3	6	1	 	9
603	2	9	2	6	3	 	1
603	2	9	1	10	2	 	9
603	2	9	2	14	2	 	1
603	2	9	1	8	1	 	2
603	2	9	2	6	2	 	2
603	2	9	1	10	1	1	2
603	2	9	4	4	2	 	9
603	2	9	2	10	3	 	9
603	2	9	2	10	3	 	2
603	2	9	4	10	2	 	2
603	2	9	3	10	2	 	2
603	2	9	1	14	2	 	2
603	2	9	1	10	1	 	1
603	2	9	2	14	2	 	9
603	2	9	4	10	1	 	1
603	2	9	2	14	1	 	1
603	2	9	2	14	3	 	9
603	2	9	3	8	3	 	9
603	2	9	1	4	3	 	2
603	2	9	3	14	2	 	2
603	2	9	3	4	3	 	9
603	2	9	1	10	3	 	2
603	2	9	1	12	2	 	9
603	2	9	1	10	1	 	1
603	2	9	1	4	3	 	2
603	2	9	1	6	3	 	9
603	2	9	1	14	2	 	9
603	2	9	1	11	1	 	1
603	2	9	2	6	2	 	9
603	2	9	2	4	2	 	9
603	2	9	1	10	1	 	1
603	2	9	1	10	1	 	1
603	2	9	1	10	1	 	1
603	2	9	1	10	2	 	2
603	2	9	2	6	1	 	2
603	2	9	1	13	3	 	1
603	2	9	2	6	2	 	2
603	2	9	2	4	2	 	2
603	2	9	2	12	1	1	2
603	2	9	2	14	1	 	1
603	2	9	2	10	1	 	1
603	2	9	3	4	3	 	2
603	2	9	1	8	1	 	1
603	2	9	2	6	2	 	2
603	2	9	1	6	3	 	2
603	2	9	1	10	2	1	2
603	2	9	4	6	2	 	2
603	2	9	1	10	1	 	1
603	2	9	2	6	2	 	2
603	2	9	1	10	2	 	2
603	2	9	2	10	1	 	2
603	2	9	1	14	2	 	1
603	2	9	1	6	1	 	1
603	2	9	1	10	2	 	1
603	2	9	1	10	2	 	1
603	2	9	1	11	3	 	2
603	2	9	2	14	1	 	1
603	2	9	1	10	2	 	9
603	2	9	2	10	2	 	2
603	2	9	3	13	2	 	1
603	2	9	1	10	3	 	2
603	2	9	1	10	3	 	1
603	2	9	2	10	3	 	1
603	2	9	1	10	3	 	9
603	2	9	1	6	3	 	2
603	2	9	1	12	3	 	2
603	2	9	4	10	2	 	2
603	2	9	4	6	1	 	2
603	2	9	1	10	1	 	1
603	2	9	2	10	2	 	1
603	2	9	1	6	3	 	2
603	2	9	1	4	2	 	2
603	2	9	1	6	2	 	1
603	2	9	4	4	3	 	2
603	2	9	1	8	2	 	2
603	2	9	3	10	3	 	2
603	2	9	2	10	3	 	2
603	2	9	3	10	1	 	1
603	2	9	1	12	3	 	9
604	1	9	2	6	2	1	2
604	1	1	1	10	1	 	1
604	1	1	1	12	1	 	1
604	1	9	2	11	2	1	2
604	1	9	3	6	2	1	2
604	1	9	2	10	1	1	2
604	1	1	1	10	1	 	1
604	1	1	1	8	1	 	1
604	1	1	1	10	1	 	1
604	1	9	2	5	2	1	2
604	1	1	1	5	2	 	2
604	1	9	3	3	2	1	2
604	1	9	2	14	2	1	2
604	2	9	1	4	1	 	1
604	2	9	1	10	1	 	1
604	2	9	1	10	1	 	1
604	2	9	1	10	1	 	1
604	2	9	1	6	2	 	1
604	2	9	1	10	2	 	1
604	2	9	2	10	2	 	1
604	2	9	1	13	1	 	2
604	2	9	2	3	1	 	1
605	1	9	3	8	1	 	2
605	1	9	2	10	1	 	9
605	1	9	2	10	1	 	1
605	1	9	1	10	1	 	9
605	1	9	1	8	1	 	9
605	1	9	3	8	1	 	2
605	1	9	1	10	2	 	1
605	1	9	4	10	1	 	1
605	1	9	1	13	1	 	9
605	1	9	1	8	2	 	1
605	1	9	2	14	2	 	1
605	1	9	1	13	1	 	1
605	1	9	3	10	1	 	1
605	1	9	3	10	2	 	9
605	1	9	1	12	1	 	1
605	1	9	2	10	2	 	2
605	1	9	1	8	1	 	9
605	1	9	2	13	1	 	1
605	1	9	4	10	1	 	9
605	1	9	1	10	2	 	9
605	1	9	3	13	2	 	1
605	1	9	2	13	2	 	1
605	1	9	2	10	1	 	1
605	1	9	1	10	2	1	2
605	1	9	1	10	1	1	2
605	1	9	3	5	1	1	2
605	1	9	2	10	2	1	2
605	1	9	1	10	2	1	2
605	1	9	1	10	1	1	2
605	1	9	2	10	1	1	2
605	1	9	3	8	2	1	9
605	1	9	2	10	1	1	2
605	1	9	1	1	2	1	2
605	1	9	1	8	1	1	2
605	1	9	2	10	2	1	2
605	1	9	3	10	1	1	2
605	1	9	2	10	2	1	2
605	1	9	2	8	2	1	2
605	1	9	1	10	1	1	2
605	1	9	1	13	1	 	1
605	1	9	2	10	2	 	1
605	1	9	4	1	2	 	1
605	1	9	2	10	3	 	2
605	1	9	1	14	2	1	2
605	1	9	1	10	1	1	2
605	1	9	1	10	3	 	1
605	1	9	9	8	3	1	2
605	1	9	1	14	2	1	2
605	1	9	2	10	2	1	2
605	1	9	2	5	3	1	2
605	1	9	2	10	3	1	2
605	1	9	4	12	3	1	2
605	1	9	1	14	3	1	2
605	2	9	1	10	1	 	1
605	2	9	1	10	1	 	1
605	2	9	2	10	1	 	1
605	2	9	1	13	2	 	2
605	2	9	2	10	1	 	2
605	2	9	1	1	1	 	2
605	2	9	3	10	1	 	1
605	2	9	1	10	2	 	9
605	2	9	1	12	2	 	9
605	2	9	2	10	1	 	1
605	2	9	1	10	1	 	9
605	2	9	3	10	1	 	2
605	2	9	1	10	2	 	1
605	2	9	1	10	2	 	9
605	2	9	2	13	1	 	1
605	2	9	1	5	2	 	2
605	2	9	1	4	1	 	2
605	2	9	2	10	1	 	9
605	2	9	1	6	1	 	9
605	2	9	4	10	2	 	2
605	2	9	1	10	2	 	9
605	2	9	1	10	2	 	1
605	2	9	2	10	1	 	2
605	2	9	3	10	2	 	2
605	2	9	2	10	1	 	9
605	2	9	1	10	2	 	2
605	2	9	1	10	1	 	1
605	2	9	4	10	2	1	2
605	2	9	1	1	1	1	1
605	2	9	2	10	2	1	2
605	2	9	4	1	2	1	1
605	2	9	1	10	1	1	2
605	2	9	2	10	2	1	2
605	2	9	1	10	1	1	1
605	2	9	2	10	1	1	2
605	2	9	1	14	2	1	2
605	2	9	2	14	2	1	2
605	2	9	2	10	1	1	2
605	2	9	1	12	1	 	1
605	2	9	3	10	1	 	2
605	2	9	2	10	1	 	1
605	2	9	1	4	2	 	2
605	2	9	1	10	2	 	2
605	2	9	3	6	2	 	2
605	2	9	2	10	2	 	1
605	2	9	1	10	2	 	2
605	2	9	2	10	3	 	2
605	2	9	1	10	3	 	9
605	2	9	1	5	3	 	2
605	2	9	2	10	3	 	9
605	2	9	3	1	3	 	9
605	2	9	1	1	3	 	9
605	2	9	3	10	3	 	2
605	2	9	1	14	2	 	1
605	2	9	2	10	2	 	1
605	2	9	2	10	3	 	1
605	2	9	1	10	1	 	2
605	2	9	1	10	1	 	2
605	2	9	2	10	2	 	2
605	2	9	4	13	2	 	1
605	2	9	1	14	2	 	1
605	2	9	2	10	3	 	2
605	2	9	1	13	1	 	1
605	2	9	9	8	3	1	2
605	2	9	9	14	3	1	2
605	2	9	1	6	2	1	2
605	2	9	2	14	2	1	2
605	2	9	1	10	3	1	2
605	2	9	3	10	3	1	2
605	2	9	1	6	2	1	2
605	2	9	2	10	1	1	2
606	1	9	1	8	1	 	2
606	1	9	1	8	2	 	2
606	1	9	1	10	1	 	1
606	1	9	1	1	1	1	2
606	1	9	2	1	1	1	2
606	1	9	1	8	2	1	2
606	1	9	1	10	2	 	9
606	1	9	1	8	2	1	2
606	1	9	1	1	2	 	2
606	1	9	1	1	2	1	2
606	1	9	1	8	1	 	2
606	1	9	2	10	2	 	2
606	2	9	1	8	1	 	2
606	2	9	2	8	2	 	2
606	2	9	1	10	1	 	1
606	2	9	1	8	2	 	2
606	2	9	2	1	1	 	2
606	2	9	1	1	2	 	2
606	2	9	1	1	2	 	2
606	2	9	1	1	2	 	2
606	2	9	1	1	2	1	2
611	1	9	1	10	1	 	1
611	1	9	1	10	1	 	1
611	1	9	1	10	1	 	1
611	1	9	1	14	2	 	2
611	1	9	1	11	1	1	2
611	1	9	2	11	1	1	2
611	1	9	2	11	1	1	2
611	1	9	1	10	1	1	2
611	1	9	1	10	1	1	2
611	1	9	1	14	2	1	2
611	1	9	1	8	2	1	2
611	1	9	1	10	2	1	2
611	1	9	2	11	2	1	2
611	1	9	2	8	2	1	2
611	1	9	2	11	3	1	2
611	1	9	1	11	3	1	2
611	1	9	4	11	3	1	2
611	1	9	1	4	2	1	2
611	1	9	2	10	3	1	2
611	1	9	1	11	3	1	2
611	1	9	1	11	3	1	2
611	1	9	1	10	3	1	2
611	1	9	2	10	2	1	2
611	1	9	1	4	1	1	2
611	1	9	1	14	1	1	2
611	1	9	1	10	1	1	2
611	1	9	1	11	2	 	2
611	1	9	1	8	1	 	1
611	1	9	1	10	1	 	1
611	1	9	1	10	1	 	1
611	1	9	1	10	1	 	1
611	1	9	1	10	1	 	1
611	1	9	1	14	1	 	1
611	1	9	2	10	1	 	1
611	1	9	1	10	1	 	1
611	1	9	2	10	1	 	2
611	1	9	1	14	1	 	2
611	1	9	2	10	1	 	1
611	1	9	1	10	1	 	1
611	1	9	2	10	1	 	1
611	1	9	1	11	1	 	2
611	1	9	1	12	1	 	1
611	1	9	1	6	1	 	2
611	1	9	1	10	1	 	1
611	1	9	1	10	1	 	1
611	1	9	1	14	1	 	2
611	1	9	2	10	2	 	1
611	1	9	2	10	1	 	1
611	1	9	2	10	1	 	2
611	1	9	1	10	1	 	2
611	1	9	3	11	1	 	2
611	1	9	2	10	2	 	2
611	1	9	1	10	1	 	1
611	1	9	2	10	2	 	1
611	1	9	1	10	1	 	2
611	1	9	1	10	1	1	2
611	1	9	1	10	1	1	2
611	1	9	2	11	2	1	2
611	1	9	1	10	1	 	2
611	1	9	1	9	2	1	2
611	1	9	2	10	2	1	2
611	1	9	1	13	1	1	2
611	1	9	1	10	1	1	2
611	1	9	1	12	2	1	2
611	1	9	1	11	2	1	2
611	1	9	1	11	2	1	2
611	1	9	2	11	2	1	2
611	1	9	1	10	2	1	2
611	1	9	3	6	3	1	2
611	1	9	2	6	2	1	2
611	1	9	2	11	3	 	2
611	1	9	1	11	3	1	2
611	1	9	3	4	2	1	2
611	1	9	1	10	3	1	2
611	1	9	2	11	9	1	2
611	1	9	1	8	2	1	2
611	1	9	1	11	3	1	2
611	1	9	2	4	3	 	2
611	1	9	1	6	2	 	1
611	1	9	2	10	3	 	1
611	2	9	1	6	2	 	2
611	2	9	2	14	2	 	2
611	2	9	2	11	2	 	2
611	2	9	3	13	2	 	2
611	2	9	2	6	2	 	2
611	2	9	1	6	2	 	2
611	2	9	2	10	2	 	2
611	2	9	2	10	2	 	2
611	2	9	1	10	2	 	2
611	2	9	2	11	2	 	2
611	2	9	1	6	2	 	2
611	2	9	1	11	2	 	2
611	2	9	1	8	1	1	2
611	2	9	2	10	1	1	2
611	2	9	1	10	1	1	2
611	2	9	1	11	1	1	2
611	2	9	2	10	2	1	2
611	2	9	1	11	2	1	2
611	2	9	2	8	2	1	2
611	2	9	1	10	2	1	2
611	2	9	1	10	1	 	2
611	2	9	1	10	9	 	2
611	2	9	2	6	3	 	2
611	2	9	2	11	3	 	2
611	2	9	2	1	3	 	2
611	2	9	1	10	3	 	2
611	2	9	2	10	3	 	1
611	2	9	1	11	3	 	2
611	2	9	2	8	2	 	2
611	2	9	1	10	1	 	2
611	2	9	1	8	2	 	2
611	2	9	1	8	2	 	2
611	2	9	2	10	2	 	2
611	2	9	1	10	2	 	2
611	2	9	1	10	1	 	1
611	2	9	1	10	1	 	1
611	2	9	2	10	2	 	2
611	2	9	1	10	1	 	2
611	2	9	1	8	1	 	1
611	2	9	3	6	2	 	2
611	2	9	2	1	2	 	2
611	2	9	1	8	2	 	2
611	2	9	2	4	2	 	2
611	2	9	1	8	2	 	2
611	2	9	1	14	2	 	2
611	2	9	1	10	2	 	2
611	2	9	1	10	1	 	2
611	2	9	2	6	2	 	2
611	2	9	1	10	2	 	2
611	2	9	1	6	2	 	2
611	2	9	1	11	2	 	2
611	2	9	1	11	2	 	2
611	2	9	2	11	2	 	2
611	2	9	2	11	2	 	2
611	2	9	1	11	2	 	2
611	2	9	1	8	2	 	2
611	2	9	1	1	1	 	2
611	2	9	2	1	1	 	1
611	2	9	1	14	1	 	2
611	2	9	1	4	1	 	2
611	2	9	2	8	1	 	2
611	2	9	2	14	1	 	2
611	2	9	1	10	1	 	1
611	2	9	4	8	1	 	2
611	2	9	4	14	2	 	2
611	2	9	1	10	1	 	1
611	2	9	1	10	1	 	2
611	2	9	1	10	1	 	2
611	2	9	1	10	1	 	2
611	2	9	3	14	1	 	2
611	2	9	3	10	2	 	1
611	2	9	1	10	2	 	2
611	2	9	2	1	2	 	2
611	2	9	1	8	2	 	1
611	2	9	1	10	1	 	1
611	2	9	1	10	2	 	1
611	2	9	2	10	1	 	2
611	2	9	2	10	1	 	2
611	2	9	1	10	2	 	2
611	2	9	3	14	2	 	2
611	2	9	3	6	2	 	1
611	2	9	1	6	1	 	2
611	2	9	1	15	2	 	2
611	2	9	2	8	2	 	1
611	2	9	2	10	3	 	2
611	2	9	1	10	2	 	2
611	2	9	1	4	3	 	2
611	2	9	1	10	1	 	2
611	2	9	1	10	3	 	2
612	1	9	3	5	1	 	9
612	1	9	2	14	1	1	2
612	1	9	4	13	2	 	1
612	1	9	2	12	2	 	2
612	1	9	2	3	1	1	2
612	1	9	3	14	2	 	2
612	1	9	2	10	2	 	2
612	1	9	2	1	3	 	2
612	1	9	2	10	1	 	1
612	1	9	1	10	3	 	9
612	1	9	1	14	2	1	2
612	1	9	3	4	1	1	2
612	1	9	3	10	2	1	2
612	1	9	2	4	1	1	2
612	1	9	2	4	1	 	9
612	1	9	3	14	1	 	9
612	1	9	1	6	3	 	2
612	1	9	2	10	3	 	2
612	1	9	1	10	3	 	2
612	1	9	1	10	1	1	2
612	1	9	2	6	2	 	2
612	1	9	1	1	2	1	2
612	1	9	1	14	1	1	2
612	1	9	2	14	2	 	1
612	1	9	1	12	3	 	2
612	1	9	3	14	1	 	2
612	1	9	1	10	2	 	1
612	1	9	3	6	9	1	2
612	1	9	1	10	2	1	2
612	1	9	1	10	1	1	1
612	2	9	3	3	1	 	2
612	2	9	1	11	3	 	2
612	2	9	2	11	3	 	2
612	2	9	3	10	1	 	2
612	2	9	1	10	1	 	1
612	2	9	1	8	3	 	2
612	2	9	1	12	1	 	9
612	2	9	3	11	1	 	2
612	2	9	1	6	2	 	2
612	2	9	1	6	1	 	2
612	2	9	4	14	1	 	2
612	2	9	1	1	1	 	9
612	2	9	1	5	2	 	2
612	2	9	1	10	3	 	9
612	2	9	2	11	3	 	2
612	2	9	2	10	1	 	2
612	2	9	2	12	3	 	2
612	2	9	2	4	2	 	2
612	2	9	2	10	2	 	2
612	2	9	2	10	2	 	2
612	2	9	3	14	1	 	2
612	2	9	1	11	2	 	2
612	2	9	1	14	2	 	2
612	2	9	1	5	1	 	2
612	2	9	1	10	2	 	2
612	2	9	1	10	1	 	2
613	1	1	1	10	1	 	1
613	1	1	1	10	1	 	1
613	1	2	2	10	1	 	1
613	1	2	3	14	1	 	1
613	1	1	1	10	1	 	1
613	1	2	3	14	1	 	1
613	1	2	2	6	1	 	1
613	1	1	1	10	1	 	1
613	1	1	1	10	2	 	2
613	1	1	1	8	2	 	1
613	1	1	1	10	2	 	2
613	1	2	2	10	1	 	1
613	1	2	2	4	2	 	2
613	1	2	2	10	2	 	2
613	1	1	1	8	2	 	2
613	1	1	1	14	2	 	2
613	1	1	1	10	1	 	2
613	1	1	1	10	1	 	1
613	1	2	2	10	2	 	2
613	1	1	1	10	2	 	2
613	1	1	1	14	2	 	2
613	1	1	1	4	1	 	2
613	1	1	1	10	2	 	2
613	1	2	2	10	2	 	2
613	1	1	1	10	1	 	2
613	2	1	1	10	2	 	2
613	2	2	4	10	2	 	2
613	2	1	1	8	2	 	2
613	2	2	3	10	2	 	2
613	2	2	2	6	2	 	2
613	2	9	1	11	1	 	2
613	2	9	1	14	2	 	2
613	2	9	1	14	2	 	2
613	2	9	4	3	1	 	2
613	2	9	2	10	2	 	2
613	2	9	1	4	2	 	2
613	2	9	1	10	2	 	2
613	2	9	1	10	1	 	2
613	2	9	2	10	2	 	2
613	2	9	1	10	2	 	2
613	2	9	1	10	1	 	2
613	2	9	1	10	2	 	2
613	2	9	1	10	2	 	2
613	2	9	3	10	2	 	2
613	2	9	3	10	2	 	2
613	2	9	1	10	2	 	2
613	2	9	1	3	1	 	1
613	2	9	2	4	1	 	1
613	2	9	1	10	2	 	2
613	2	9	2	1	2	 	2
613	2	9	1	6	2	 	2
613	2	9	2	10	1	 	1
613	2	9	1	14	2	 	2
701	1	9	2	13	1	 	2
701	1	9	2	5	2	 	2
701	1	1	1	13	1	 	1
701	1	9	2	13	1	 	1
701	1	9	1	14	2	 	1
701	1	1	1	10	2	 	2
701	1	1	1	12	3	 	2
701	1	1	1	10	2	 	1
701	1	1	1	4	2	 	2
701	1	1	1	10	2	 	1
701	1	9	3	10	3	 	1
701	1	1	1	10	2	 	2
701	1	9	1	14	2	 	2
701	1	9	4	8	3	 	2
701	1	1	1	8	2	 	2
701	1	9	2	10	2	1	2
701	1	1	1	10	1	 	1
701	1	1	1	10	2	1	2
701	1	9	3	1	2	 	2
701	1	1	1	14	1	 	1
701	1	1	1	10	2	 	2
701	1	9	5	12	1	 	1
701	1	1	1	6	2	 	1
701	1	9	3	10	1	 	1
701	1	1	1	10	1	 	1
701	1	1	1	10	2	 	2
701	1	1	1	6	1	 	1
701	1	9	2	1	1	 	1
701	1	1	1	6	2	 	1
701	1	1	1	10	2	1	1
701	1	1	1	6	2	 	2
701	1	9	3	11	2	1	2
701	1	1	1	10	1	 	1
701	1	1	1	10	1	 	1
701	1	9	2	10	1	 	1
701	1	1	1	13	2	 	1
701	1	1	1	10	2	 	1
701	1	1	1	10	2	 	1
701	1	1	1	6	1	 	1
701	1	1	1	10	2	 	1
701	1	1	1	10	1	 	1
701	1	9	4	4	2	 	2
701	1	1	1	14	2	 	1
701	1	1	1	10	1	 	1
701	1	1	1	10	1	 	1
701	1	1	1	10	1	 	1
701	1	9	3	11	2	 	2
701	1	1	1	5	2	1	2
701	1	1	1	10	1	 	1
701	1	9	2	10	2	1	2
701	1	1	1	6	1	 	2
