gakkou	seibetu	q2_1	q2_2	q2_3	q2_4	q2_5	q2_6	q3.1	q3.2	q4.1	q4.3.1	q4.3.2	q5	q7	q8
204	1	5	 	 	 	 	 	9	1	6	2	6	2	2	1
204	1	5	 	 	 	 	 	9	2	10	2	5	3	3	1
204	2	4	 	 	 	 	 	9	2	14	3	8	1	1	 
204	2	4	 	 	 	 	 	9	1	1	2	6	1	6	 
204	2	4	 	 	 	 	 	9	1	5	2	5	1	6	 
204	2	5	 	 	 	 	 	9	1	5	2	5	1	6	 
204	2	4	 	 	 	 	 	9	3	1	2	5	2	6	 
204	2	5	 	 	 	 	 	9	1	5	2	6	1	6	 
204	2	4	 	 	 	 	 	9	4	4	2	7	1	1	 
204	2	4	 	 	 	 	 	9	3	14	2	4	1	1	 
204	2	5	 	 	 	 	 	9	1	10	2	4	5	6	 
204	2	4	 	 	 	 	 	9	4	10	2	7	1	9	 
204	2	4	 	 	 	 	 	9	3	1	2	6	5	6	 
204	2	4	 	 	 	 	 	9	7	4	3	3	1	9	 
204	2	4	 	 	 	 	 	9	1	14	3	6	1	9	 
204	2	4	 	 	 	 	 	9	4	1	2	7	1	6	 
204	2	4	 	 	 	 	 	9	2	1	2	6	1	6	 
204	2	5	 	 	 	 	 	9	1	11	2	7	1	1	 
204	2	5	 	 	 	 	 	9	1	6	2	99	2	6	 
204	2	4	 	 	 	 	 	9	2	6	2	4	2	6	 
204	2	5	 	 	 	 	 	9	1	5	2	5	1	9	 
204	2	5	 	 	 	 	 	9	1	10	2	6	1	3	 
204	2	4	 	 	 	 	 	9	1	5	3	4	1	6	 
204	2	4	 	 	 	 	 	9	3	4	3	7	1	6	 
204	2	4	 	 	 	 	 	9	1	5	2	5	1	9	 
204	2	4	 	 	 	 	 	9	1	14	3	3	1	9	 
204	2	4	 	 	 	 	 	9	1	5	2	6	1	1	 
204	2	4	 	 	 	 	 	9	4	1	3	6	1	6	 
204	2	4	 	 	 	 	 	9	2	11	3	5	1	6	 
204	2	4	 	 	 	 	 	9	3	10	2	99	1	1	1
204	2	4	 	 	 	 	 	9	1	1	2	5	1	6	 
204	2	4	 	 	 	 	 	9	3	14	3	7	1	6	 
204	2	4	 	 	 	 	 	9	3	1	3	6	1	6	 
204	2	4	 	 	 	 	 	9	1	5	2	99	1	9	 
204	2	4	 	 	 	 	 	9	1	1	3	5	1	6	 
204	2	4	 	 	 	 	 	9	1	5	2	99	1	6	 
204	2	4	 	 	 	 	 	9	1	5	2	6	1	6	 
204	2	5	4	 	 	 	 	9	2	10	2	7	5	1	 
204	2	4	 	 	 	 	 	9	1	5	2	5	1	6	 
204	2	5	 	 	 	 	 	9	2	10	2	6	1	3	1
205	1	2	1	 	 	 	 	1	1	6	2	7	2	2	 
205	1	2	1	 	 	 	 	1	1	11	3	5	2	2	 
205	1	2	1	 	 	 	 	1	1	1	2	6	2	2	 
205	1	2	1	 	 	 	 	1	1	4	2	6	2	2	 
205	1	2	1	 	 	 	 	1	1	6	2	5	2	2	 
205	1	2	1	 	 	 	 	9	2	8	3	6	4	9	 
205	1	2	1	 	 	 	 	1	1	6	2	5	5	1	3
205	1	2	1	 	 	 	 	1	1	4	2	5	5	1	3
205	1	2	1	 	 	 	 	9	2	6	2	8	2	2	1
205	1	2	1	 	 	 	 	1	1	4	2	6	2	2	1
205	1	2	1	 	 	 	 	1	1	13	2	6	2	2	 
205	2	4	 	 	 	 	 	1	1	4	2	6	1	9	 
205	2	4	 	 	 	 	 	1	1	5	2	9	6	9	 
205	2	4	 	 	 	 	 	1	1	5	3	5	1	1	 
205	2	4	 	 	 	 	 	9	2	1	2	10	2	1	 
205	2	4	 	 	 	 	 	9	3	4	2	6	5	1	2
205	2	4	 	 	 	 	 	9	2	6	2	5	2	2	 
205	2	4	 	 	 	 	 	1	1	5	2	5	1	1	 
205	2	4	 	 	 	 	 	9	2	10	2	99	5	1	 
205	2	4	 	 	 	 	 	9	2	14	2	99	1	9	 
205	2	4	 	 	 	 	 	9	2	8	2	99	1	9	 
205	2	4	 	 	 	 	 	9	3	1	2	99	5	9	 
205	2	4	 	 	 	 	 	9	2	6	1	99	2	2	 
205	2	4	 	 	 	 	 	9	3	14	3	99	6	9	 
205	2	4	 	 	 	 	 	1	1	10	2	7	6	9	 
205	2	4	 	 	 	 	 	1	1	5	2	8	4	9	 
206	1	4	 	 	 	 	 	1	1	1	2	4	2	2	 
206	1	4	 	 	 	 	 	1	1	1	3	9	2	2	 
206	1	2	 	 	 	 	 	9	2	1	2	9	2	2	 
206	1	2	 	 	 	 	 	9	1	1	3	2	2	2	 
206	1	5	 	 	 	 	 	9	1	1	2	8	2	2	 
206	1	5	 	 	 	 	 	9	2	10	2	5	1	5	 
206	1	2	 	 	 	 	 	9	4	10	2	5	1	5	 
206	1	5	 	 	 	 	 	9	1	10	2	4	1	5	 
206	1	5	 	 	 	 	 	9	1	10	2	5	1	5	 
206	1	2	 	 	 	 	 	9	2	1	2	4	1	5	 
206	1	2	 	 	 	 	 	9	2	6	2	3	1	5	 
206	1	2	 	 	 	 	 	9	1	6	2	6	1	5	 
206	1	5	 	 	 	 	 	9	3	6	3	7	1	5	 
206	1	1	 	 	 	 	 	9	1	10	3	6	1	5	 
206	1	2	 	 	 	 	 	9	1	10	2	5	1	5	 
206	1	2	 	 	 	 	 	9	2	10	2	5	1	5	 
206	1	5	 	 	 	 	 	9	1	10	2	4	1	5	 
206	1	5	 	 	 	 	 	9	1	10	2	5	1	5	 
206	1	2	 	 	 	 	 	9	1	5	2	4	1	5	 
206	2	4	 	 	 	 	 	9	1	1	3	7	1	1	2
206	2	4	 	 	 	 	 	9	2	6	2	4	1	1	2
206	2	6	 	 	 	 	 	9	1	1	2	7	5	1	2
206	2	5	 	 	 	 	 	9	1	1	2	8	1	1	2
206	2	1	 	 	 	 	 	9	1	1	2	5	4	1	 
206	2	4	 	 	 	 	 	9	2	1	3	8	1	1	2
206	2	1	 	 	 	 	 	1	1	6	2	5	1	5	 
206	2	9	 	 	 	 	 	9	2	10	3	4	6	9	 
206	2	4	 	 	 	 	 	9	1	1	2	7	5	9	1
206	2	4	 	 	 	 	 	9	1	1	2	6	1	1	2
206	2	4	 	 	 	 	 	9	1	1	3	7	1	1	 
206	2	4	 	 	 	 	 	9	1	1	2	4	1	1	 
206	2	4	 	 	 	 	 	9	1	1	2	7	1	1	 
206	2	1	 	 	 	 	 	9	1	6	2	8	5	1	2
206	2	1	 	 	 	 	 	9	2	6	2	5	1	1	 
206	2	4	 	 	 	 	 	9	1	1	2	8	1	1	 
206	2	1	 	 	 	 	 	9	2	10	2	5	1	5	 
206	2	4	 	 	 	 	 	9	1	1	3	4	1	5	 
206	2	4	 	 	 	 	 	9	1	1	2	7	1	5	 
206	2	4	 	 	 	 	 	9	2	1	2	6	1	5	 
206	2	4	 	 	 	 	 	9	1	4	3	15	1	1	 
206	2	4	 	 	 	 	 	9	2	6	2	5	1	5	 
206	2	4	 	 	 	 	 	9	2	6	2	4	1	5	 
211	1	9	 	 	 	 	 	9	2	4	9	99	1	9	 
211	1	9	 	 	 	 	 	9	1	4	9	99	2	9	 
211	1	9	 	 	 	 	 	9	2	6	9	99	2	9	 
211	1	9	 	 	 	 	 	9	1	4	9	99	2	9	 
211	1	9	 	 	 	 	 	9	3	6	9	99	1	9	 
211	1	9	 	 	 	 	 	9	1	4	9	99	1	9	 
211	1	9	 	 	 	 	 	9	1	6	9	99	9	9	 
211	1	9	 	 	 	 	 	9	6	8	9	99	1	9	 
211	1	9	 	 	 	 	 	9	6	6	9	99	1	9	 
211	1	9	 	 	 	 	 	9	4	6	9	99	1	9	 
211	1	9	 	 	 	 	 	9	6	4	9	99	1	9	 
211	1	9	 	 	 	 	 	9	2	10	9	99	1	9	 
211	1	9	 	 	 	 	 	9	2	4	9	99	1	9	 
211	1	9	 	 	 	 	 	9	2	4	9	99	2	9	 
211	1	9	 	 	 	 	 	9	2	4	9	99	1	9	 
211	1	9	 	 	 	 	 	9	1	1	9	99	2	9	 
211	1	9	 	 	 	 	 	9	4	6	9	99	1	9	 
211	1	9	 	 	 	 	 	9	3	4	9	99	1	9	 
211	1	9	 	 	 	 	 	9	2	6	9	99	1	9	 
211	1	9	 	 	 	 	 	9	2	4	9	99	1	9	 
211	1	9	 	 	 	 	 	9	1	10	9	99	1	9	 
211	1	9	 	 	 	 	 	9	1	14	9	99	1	9	 
211	1	9	 	 	 	 	 	9	3	6	9	99	2	9	 
211	1	9	 	 	 	 	 	9	1	8	9	99	1	9	 
211	1	9	 	 	 	 	 	9	4	8	9	99	1	9	 
211	1	9	 	 	 	 	 	9	1	10	9	99	1	9	 
211	1	9	 	 	 	 	 	9	2	4	9	99	1	9	 
211	2	9	 	 	 	 	 	9	1	6	9	99	1	9	 
211	2	9	 	 	 	 	 	9	1	14	9	99	1	9	 
211	2	9	 	 	 	 	 	9	3	10	9	99	1	9	 
211	2	9	 	 	 	 	 	9	2	10	9	99	1	9	 
211	2	9	 	 	 	 	 	9	1	6	9	99	1	9	 
211	2	9	 	 	 	 	 	9	1	10	9	99	1	9	 
211	2	9	 	 	 	 	 	9	2	10	9	99	1	9	 
211	2	9	 	 	 	 	 	9	1	5	9	99	1	9	 
211	2	9	 	 	 	 	 	9	1	10	9	99	1	9	 
211	2	9	 	 	 	 	 	9	4	6	9	99	1	9	 
211	2	9	 	 	 	 	 	9	1	1	9	99	1	9	 
211	2	9	 	 	 	 	 	9	1	10	9	99	1	9	 
211	2	9	 	 	 	 	 	9	2	4	9	99	1	9	 
211	2	9	 	 	 	 	 	9	1	10	9	99	1	9	 
211	2	9	 	 	 	 	 	9	1	6	9	99	1	9	 
211	2	9	 	 	 	 	 	9	1	10	9	99	1	9	 
211	2	9	 	 	 	 	 	9	1	14	9	99	1	9	 
211	2	9	 	 	 	 	 	9	4	14	9	99	1	9	 
211	2	9	 	 	 	 	 	9	2	1	9	99	1	9	 
211	2	9	 	 	 	 	 	9	1	14	9	99	1	9	 
211	2	9	 	 	 	 	 	9	1	6	9	99	1	9	 
212	1	1	 	 	 	 	 	9	1	6	3	7	2	2	 
212	1	1	 	 	 	 	 	9	1	6	2	2	2	2	1
212	1	1	 	 	 	 	 	9	1	4	2	4	2	2	 
212	1	1	 	 	 	 	 	9	2	5	3	5	4	1	 
212	1	1	 	 	 	 	 	9	1	5	2	5	4	1	 
212	1	1	 	 	 	 	 	9	3	3	2	7	3	1	 
212	1	1	 	 	 	 	 	9	1	10	2	6	2	2	 
212	1	1	 	 	 	 	 	9	1	6	2	4	2	2	 
212	1	1	 	 	 	 	 	9	1	10	2	3	2	2	 
212	1	1	 	 	 	 	 	9	2	5	3	5	9	9	3
212	1	1	 	 	 	 	 	9	1	6	3	4	2	2	 
212	1	2	 	 	 	 	 	9	1	6	2	4	2	2	1
212	1	2	 	 	 	 	 	9	1	4	2	6	2	2	1
212	1	2	 	 	 	 	 	9	3	3	2	11	2	2	 
212	1	2	 	 	 	 	 	9	1	4	2	5	2	2	 
212	1	2	 	 	 	 	 	9	2	14	2	3	3	1	1
212	1	5	 	 	 	 	 	9	4	14	2	2	3	1	 
212	1	2	 	 	 	 	 	9	1	5	2	2	3	1	 
212	1	2	 	 	 	 	 	9	4	3	2	7	2	2	 
212	1	2	 	 	 	 	 	9	2	5	2	3	3	1	1
212	1	2	 	 	 	 	 	9	1	10	2	5	6	3	 
212	1	2	 	 	 	 	 	9	3	6	2	3	2	2	1
212	1	2	 	 	 	 	 	9	3	11	2	4	6	3	 
212	1	2	 	 	 	 	 	9	1	5	3	3	2	2	 
212	1	2	 	 	 	 	 	9	2	3	2	6	2	5	 
212	1	2	 	 	 	 	 	9	4	11	2	8	1	5	 
212	1	2	 	 	 	 	 	9	1	3	2	11	2	5	 
212	2	4	1	 	 	 	 	9	1	4	3	9	1	1	 
212	2	4	1	 	 	 	 	9	2	5	2	8	1	1	 
212	2	4	1	 	 	 	 	9	2	10	2	8	5	5	2
212	2	4	1	 	 	 	 	9	1	5	3	3	1	1	 
212	2	4	1	 	 	 	 	9	1	10	2	6	4	1	 
212	2	4	1	 	 	 	 	9	1	14	2	5	6	5	 
212	2	4	1	 	 	 	 	9	1	8	2	5	3	3	 
212	2	1	 	 	 	 	 	9	3	11	3	4	1	1	 
212	2	1	 	 	 	 	 	9	4	14	2	6	5	5	 
212	2	1	 	 	 	 	 	9	1	5	2	7	4	5	 
212	2	1	 	 	 	 	 	9	2	5	2	5	4	5	 
212	2	1	 	 	 	 	 	9	2	14	2	2	5	5	 
212	2	4	 	 	 	 	 	9	1	10	3	3	6	1	 
212	2	4	 	 	 	 	 	9	7	14	3	2	4	1	 
212	2	5	 	 	 	 	 	9	1	11	3	4	1	1	 
212	2	5	 	 	 	 	 	9	1	4	3	3	6	6	 
212	2	1	 	 	 	 	 	9	3	6	2	9	5	4	 
212	2	5	 	 	 	 	 	9	7	6	3	3	4	9	 
212	2	4	 	 	 	 	 	9	1	10	3	5	1	9	 
212	2	4	 	 	 	 	 	9	5	10	2	5	6	1	 
212	2	4	 	 	 	 	 	9	3	6	2	6	3	1	2
212	2	1	 	 	 	 	 	9	1	13	2	7	3	1	2
212	2	4	 	 	 	 	 	9	3	6	3	5	2	2	 
212	2	5	 	 	 	 	 	9	2	6	2	4	2	2	 
212	2	4	 	 	 	 	 	9	3	6	3	7	1	9	 
212	2	4	 	 	 	 	 	9	3	10	2	5	3	1	 
212	2	4	 	 	 	 	 	9	1	10	2	2	1	6	 
212	2	4	 	 	 	 	 	9	1	6	2	5	1	6	 
212	2	4	 	 	 	 	 	9	4	14	2	5	1	6	 
212	2	4	 	 	 	 	 	9	2	14	1	2	1	4	 
212	2	4	 	 	 	 	 	9	1	5	2	7	1	6	 
212	2	4	 	 	 	 	 	9	4	3	3	10	1	6	 
212	2	9	 	 	 	 	 	9	4	14	3	3	1	6	 
212	2	4	 	 	 	 	 	9	3	14	3	4	1	6	 
212	2	4	 	 	 	 	 	9	5	6	3	2	6	6	 
212	2	4	 	 	 	 	 	9	1	3	2	5	1	6	 
212	2	4	 	 	 	 	 	9	2	13	3	2	1	5	1
212	2	4	 	 	 	 	 	9	3	5	3	5	6	5	 
212	2	4	 	 	 	 	 	9	1	4	2	2	1	5	 
212	2	4	 	 	 	 	 	9	1	3	2	8	1	5	 
212	2	4	 	 	 	 	 	9	1	5	2	8	1	5	 
212	2	4	 	 	 	 	 	9	4	14	2	6	1	5	 
212	2	4	 	 	 	 	 	9	1	5	2	6	1	5	 
212	2	4	 	 	 	 	 	9	4	14	2	10	1	5	 
213	1	9	 	 	 	 	 	1	2	6	9	99	2	2	 
213	1	9	 	 	 	 	 	1	1	1	9	99	2	1	 
213	1	9	 	 	 	 	 	1	1	6	9	99	2	2	 
213	1	9	 	 	 	 	 	1	1	6	9	99	2	2	 
213	1	9	 	 	 	 	 	9	3	1	9	99	2	1	 
213	1	9	 	 	 	 	 	9	4	4	9	99	2	1	 
213	1	9	 	 	 	 	 	9	3	1	9	99	2	1	 
213	1	9	 	 	 	 	 	1	1	6	9	99	2	2	 
213	1	9	 	 	 	 	 	1	2	1	9	99	2	2	 
213	1	9	 	 	 	 	 	9	9	4	9	99	2	2	 
213	1	9	 	 	 	 	 	1	1	1	9	99	2	2	 
213	1	9	 	 	 	 	 	1	3	1	9	99	2	2	 
213	1	9	 	 	 	 	 	1	1	1	9	99	2	2	 
213	1	9	 	 	 	 	 	1	2	1	9	99	2	2	1
213	1	9	 	 	 	 	 	9	2	1	9	99	2	9	1
213	1	9	 	 	 	 	 	9	1	6	9	99	2	2	1
213	1	9	 	 	 	 	 	9	3	6	9	99	2	2	1
213	2	9	 	 	 	 	 	9	2	1	9	99	2	1	 
213	2	9	 	 	 	 	 	9	2	5	9	99	1	9	 
213	2	9	 	 	 	 	 	9	1	1	9	99	2	5	 
213	2	9	 	 	 	 	 	9	3	14	9	99	1	6	 
213	2	9	 	 	 	 	 	9	4	10	9	99	6	5	 
213	2	9	 	 	 	 	 	9	2	1	9	99	1	5	 
213	2	9	 	 	 	 	 	9	1	6	9	99	2	6	 
213	2	9	 	 	 	 	 	9	3	8	9	99	1	5	 
213	2	9	 	 	 	 	 	9	3	10	9	99	1	5	 
213	2	9	 	 	 	 	 	9	2	11	9	99	1	1	 
213	2	9	 	 	 	 	 	9	4	6	9	99	2	5	 
213	2	9	 	 	 	 	 	9	6	14	9	99	1	5	 
213	2	9	 	 	 	 	 	9	1	1	9	99	1	1	 
213	2	9	 	 	 	 	 	9	1	4	9	99	1	5	 
213	2	9	 	 	 	 	 	9	1	14	9	99	1	5	 
213	2	9	 	 	 	 	 	9	1	10	9	99	6	5	 
213	2	9	 	 	 	 	 	9	2	1	9	99	1	5	 
213	2	9	 	 	 	 	 	9	1	4	9	99	2	2	 
213	2	9	 	 	 	 	 	9	1	10	9	99	1	5	 
214	1	5	 	 	 	 	 	1	1	1	2	6	2	1	1
214	1	5	 	 	 	 	 	1	7	1	2	8	2	2	 
214	1	5	 	 	 	 	 	9	1	14	3	3	6	1	 
214	1	5	 	 	 	 	 	9	4	1	2	6	2	2	 
214	1	5	 	 	 	 	 	9	2	10	2	6	6	1	 
214	1	5	 	 	 	 	 	9	2	4	3	8	2	2	 
214	1	5	 	 	 	 	 	9	5	4	2	9	2	2	 
214	1	5	 	 	 	 	 	9	4	4	2	5	2	2	1
214	1	5	 	 	 	 	 	9	1	5	2	5	2	2	 
214	1	5	 	 	 	 	 	9	2	6	2	7	2	2	 
214	1	5	 	 	 	 	 	9	2	1	2	7	6	2	 
214	1	5	 	 	 	 	 	9	1	11	2	5	5	9	3
214	2	5	 	 	 	 	 	9	4	1	3	6	4	1	 
214	2	5	 	 	 	 	 	9	2	5	3	8	6	1	 
214	2	5	 	 	 	 	 	9	1	14	3	5	4	1	 
214	2	5	 	 	 	 	 	9	1	6	2	5	1	1	 
214	2	5	 	 	 	 	 	9	1	11	2	4	1	1	 
214	2	5	 	 	 	 	 	9	1	10	2	10	4	1	 
214	2	5	 	 	 	 	 	9	1	5	2	5	1	1	2
214	2	5	 	 	 	 	 	9	1	14	3	8	1	1	 
214	2	5	 	 	 	 	 	9	2	5	2	5	5	1	1
214	2	5	 	 	 	 	 	9	1	6	2	6	5	1	1
214	2	5	 	 	 	 	 	9	2	5	2	3	5	1	1
214	2	5	 	 	 	 	 	9	1	5	2	5	5	1	1
214	2	5	 	 	 	 	 	9	1	5	2	7	5	1	1
214	2	5	 	 	 	 	 	9	1	5	3	7	9	9	 
214	2	5	 	 	 	 	 	9	2	1	2	8	2	6	 
214	2	5	 	 	 	 	 	9	1	4	2	5	1	6	 
214	2	5	 	 	 	 	 	9	1	14	2	2	6	1	 
214	2	5	 	 	 	 	 	9	1	6	2	5	2	9	 
214	2	5	 	 	 	 	 	9	1	5	2	7	1	9	 
214	2	9	 	 	 	 	 	9	1	5	2	7	1	9	 
214	2	9	 	 	 	 	 	9	1	6	2	9	2	6	2
214	2	5	 	 	 	 	 	9	1	13	2	5	2	2	 
214	2	9	 	 	 	 	 	9	2	11	2	5	4	3	 
221	1	1	 	 	 	 	 	9	1	6	2	6	2	2	 
221	1	1	 	 	 	 	 	9	1	6	2	2	6	2	 
221	1	1	 	 	 	 	 	9	1	6	2	99	2	2	1
221	1	9	 	 	 	 	 	9	9	15	9	99	2	2	 
221	1	5	 	 	 	 	 	9	4	6	2	7	2	2	 
221	1	1	 	 	 	 	 	9	1	6	2	5	2	2	 
221	1	2	 	 	 	 	 	9	1	5	3	7	7	1	 
221	1	2	 	 	 	 	 	9	4	6	2	7	2	2	 
221	1	2	 	 	 	 	 	9	1	4	3	6	2	2	 
221	1	5	 	 	 	 	 	9	1	5	2	6	6	9	 
221	1	1	 	 	 	 	 	9	1	4	2	5	2	2	 
221	1	2	 	 	 	 	 	9	2	15	9	99	9	9	 
221	1	2	 	 	 	 	 	9	3	4	2	8	2	2	 
221	1	2	 	 	 	 	 	9	1	6	2	5	2	2	 
221	1	2	 	 	 	 	 	9	9	15	9	99	2	9	 
221	1	2	 	 	 	 	 	9	9	6	9	4	2	9	 
221	1	2	 	 	 	 	 	9	9	15	9	3	2	9	 
221	1	2	 	 	 	 	 	9	9	15	9	5	2	9	 
221	1	2	 	 	 	 	 	9	1	15	9	99	9	9	 
221	1	9	 	 	 	 	 	9	3	5	2	8	5	1	3
221	2	4	 	 	 	 	 	9	1	6	2	3	2	2	 
221	2	4	 	 	 	 	 	9	1	13	2	4	4	1	 
221	2	5	 	 	 	 	 	9	2	11	2	5	4	1	 
221	2	5	 	 	 	 	 	9	1	5	2	7	4	1	 
221	2	9	 	 	 	 	 	9	2	14	2	4	6	5	 
221	2	4	 	 	 	 	 	9	1	5	2	4	4	9	 
221	2	4	 	 	 	 	 	9	4	14	2	4	9	9	 
221	2	5	 	 	 	 	 	9	2	14	2	2	4	9	 
221	2	4	 	 	 	 	 	9	1	6	2	5	2	2	 
221	2	4	 	 	 	 	 	9	1	15	9	99	2	9	 
221	2	1	 	 	 	 	 	9	1	15	9	99	6	9	 
221	2	4	 	 	 	 	 	9	2	15	9	99	1	9	 
221	2	4	 	 	 	 	 	9	1	15	9	99	6	9	 
221	2	9	 	 	 	 	 	9	1	5	3	5	5	1	2
222	1	2	 	 	 	 	 	9	1	4	2	6	2	2	 
222	1	2	 	 	 	 	 	9	2	4	2	2	6	2	 
222	1	2	 	 	 	 	 	9	1	4	2	4	5	2	 
222	1	1	 	 	 	 	 	9	2	6	2	3	2	2	 
222	1	5	 	 	 	 	 	9	1	6	2	6	2	2	1
222	1	5	 	 	 	 	 	9	3	6	2	5	2	4	 
222	1	5	 	 	 	 	 	9	1	6	2	4	2	1	1
222	1	2	 	 	 	 	 	9	2	4	1	7	2	2	 
222	1	5	 	 	 	 	 	9	1	4	2	2	2	2	1
222	1	2	 	 	 	 	 	9	1	14	3	3	4	1	 
222	1	2	 	 	 	 	 	9	1	6	2	7	7	1	 
222	1	1	 	 	 	 	 	9	1	6	3	6	2	2	 
222	1	5	 	 	 	 	 	9	2	6	2	3	2	1	1
222	2	5	 	 	 	 	 	9	1	6	2	6	1	1	 
222	2	4	 	 	 	 	 	9	1	11	3	8	5	4	 
222	2	5	 	 	 	 	 	9	4	6	2	9	1	9	 
222	2	4	 	 	 	 	 	9	2	6	3	9	1	9	 
222	2	5	 	 	 	 	 	9	1	5	2	2	5	1	2
222	2	4	 	 	 	 	 	9	1	6	3	2	1	6	 
222	2	4	 	 	 	 	 	9	4	6	2	8	1	6	 
222	2	4	 	 	 	 	 	9	3	14	2	4	1	9	 
222	2	4	 	 	 	 	 	9	1	6	2	7	1	1	 
222	2	4	 	 	 	 	 	9	1	14	2	4	5	1	2
222	2	4	 	 	 	 	 	9	1	4	2	7	1	9	 
222	2	5	 	 	 	 	 	9	2	15	2	3	1	9	 
222	2	4	 	 	 	 	 	9	2	8	2	5	1	9	 
222	2	4	 	 	 	 	 	9	1	4	2	9	2	1	 
222	2	4	 	 	 	 	 	9	2	9	2	5	1	1	 
222	2	4	 	 	 	 	 	9	1	14	3	6	1	6	 
222	2	9	 	 	 	 	 	9	1	5	3	5	1	6	 
222	2	4	 	 	 	 	 	9	1	4	3	5	1	1	 
223	1	2	 	 	 	 	 	9	3	4	9	8	2	9	 
223	1	2	 	 	 	 	 	9	2	4	9	6	9	9	 
223	1	2	 	 	 	 	 	9	1	6	9	2	1	9	 
223	1	2	 	 	 	 	 	9	1	6	9	2	1	9	 
223	1	2	 	 	 	 	 	9	1	6	2	6	7	1	1
223	1	2	 	 	 	 	 	9	3	4	2	5	2	9	1
223	1	2	 	 	 	 	 	9	2	4	2	5	2	9	1
223	1	2	 	 	 	 	 	9	2	4	2	4	2	9	 
223	1	1	 	 	 	 	 	9	1	6	2	5	2	9	 
223	1	1	 	 	 	 	 	9	2	6	2	5	2	9	1
223	1	1	 	 	 	 	 	9	3	6	3	5	2	9	 
223	1	1	 	 	 	 	 	9	1	10	1	5	9	9	 
223	1	2	 	 	 	 	 	9	1	5	2	6	1	9	1
223	2	9	 	 	 	 	 	9	9	6	2	8	9	9	 
223	2	4	 	 	 	 	 	9	1	6	2	6	2	9	 
223	2	4	 	 	 	 	 	9	1	6	2	5	2	9	 
223	2	4	 	 	 	 	 	9	2	14	2	6	1	9	 
223	2	4	 	 	 	 	 	9	3	4	2	7	9	9	 
223	2	4	 	 	 	 	 	9	1	6	1	6	1	9	 
231	1	5	 	 	 	 	 	1	2	4	2	5	2	2	 
231	1	5	 	 	 	 	 	9	1	4	2	8	2	2	 
231	1	5	 	 	 	 	 	1	3	6	2	9	2	2	 
231	1	5	 	 	 	 	 	1	2	6	2	7	2	2	 
231	1	5	 	 	 	 	 	9	1	4	2	4	2	2	 
231	1	5	 	 	 	 	 	9	4	6	2	7	6	1	 
231	1	5	 	 	 	 	 	9	2	6	2	5	2	5	 
231	1	5	 	 	 	 	 	9	6	6	2	2	2	2	 
231	1	5	 	 	 	 	 	9	3	6	2	5	2	5	1
231	1	5	 	 	 	 	 	9	2	6	2	7	2	5	 
231	1	5	 	 	 	 	 	9	1	6	2	5	3	3	1
231	2	5	 	 	 	 	 	9	2	6	2	4	5	6	 
231	2	5	 	 	 	 	 	9	3	6	2	6	2	1	 
231	2	5	 	 	 	 	 	9	1	6	2	3	1	2	2
231	2	5	 	 	 	 	 	9	2	6	2	2	5	2	2
231	2	5	 	 	 	 	 	9	2	4	2	7	1	1	2
231	2	5	 	 	 	 	 	9	1	8	2	2	1	9	 
231	2	5	 	 	 	 	 	9	1	4	2	4	5	4	2
231	2	5	 	 	 	 	 	9	1	8	3	6	1	1	2
231	2	5	 	 	 	 	 	9	1	11	3	1	1	6	 
231	2	5	 	 	 	 	 	9	5	4	2	3	2	2	2
231	2	5	 	 	 	 	 	9	2	6	2	4	6	4	 
231	2	5	 	 	 	 	 	9	1	6	2	5	1	9	1
231	2	5	 	 	 	 	 	9	3	6	2	6	3	9	1
232	1	5	2	 	 	 	 	1	1	14	2	5	2	2	 
232	1	5	2	 	 	 	 	9	7	1	2	6	2	2	 
232	1	5	2	 	 	 	 	9	2	4	3	4	2	2	 
232	1	5	2	 	 	 	 	1	3	4	2	3	2	2	 
232	1	5	2	 	 	 	 	2	5	8	2	5	5	1	1
232	1	5	2	 	 	 	 	9	2	6	2	4	3	3	 
232	1	5	2	 	 	 	 	9	3	6	2	5	2	2	 
232	1	5	2	 	 	 	 	9	2	10	2	5	3	3	1
232	1	5	2	 	 	 	 	9	1	6	1	6	3	3	1
232	1	5	2	 	 	 	 	9	2	6	2	5	6	2	 
232	1	5	1	 	 	 	 	1	1	10	2	3	3	3	1
232	1	5	1	 	 	 	 	1	1	10	9	4	6	1	 
232	1	9	 	 	 	 	 	1	1	10	9	4	5	1	 
232	1	5	2	 	 	 	 	9	1	6	2	3	2	2	1
232	1	5	2	 	 	 	 	9	1	8	3	6	6	9	 
232	1	9	 	 	 	 	 	1	1	6	2	3	2	2	1
232	1	9	 	 	 	 	 	1	1	10	2	4	3	3	 
232	1	9	 	 	 	 	 	9	2	10	2	3	4	1	1
232	2	5	1	 	 	 	 	9	1	5	3	4	1	1	 
232	2	5	4	 	 	 	 	1	7	6	2	3	1	2	2
232	2	5	4	 	 	 	 	9	1	11	2	3	4	6	 
232	2	5	1	 	 	 	 	9	1	8	3	5	1	6	 
232	2	5	4	 	 	 	 	2	1	6	2	6	1	2	 
232	2	5	4	 	 	 	 	2	1	6	2	4	2	2	 
232	2	5	4	 	 	 	 	2	3	4	2	8	1	1	 
232	2	5	4	 	 	 	 	2	2	13	2	7	5	1	2
232	2	5	4	 	 	 	 	2	2	6	2	7	1	1	2
232	2	5	4	 	 	 	 	2	3	6	2	8	1	6	 
232	2	5	4	 	 	 	 	2	1	5	3	5	1	6	 
