gakkou	seibetu	q2_1	q2_2	q2_3	q2_4	q2_5	q2_6	q3.1	q3.2	q4.1	q4.3.1	q4.3.2	q5	q7	q8
312	2	9	 	 	 	 	 	9	2	1	9	99	1	6	 
312	2	4	 	 	 	 	 	9	1	10	9	99	1	6	 
312	2	5	 	 	 	 	 	9	9	10	9	99	1	1	 
312	2	9	 	 	 	 	 	9	9	1	9	99	1	6	 
312	2	4	 	 	 	 	 	9	1	6	9	99	1	6	 
312	2	5	 	 	 	 	 	9	1	13	9	99	1	6	 
312	2	4	 	 	 	 	 	9	2	1	9	99	1	6	 
312	2	5	 	 	 	 	 	9	9	10	9	99	1	1	 
312	2	4	 	 	 	 	 	9	9	1	9	99	1	6	 
312	2	1	 	 	 	 	 	9	9	1	9	99	1	6	 
312	2	5	 	 	 	 	 	9	3	1	9	99	1	6	 
312	2	4	 	 	 	 	 	9	9	1	9	99	1	6	 
312	2	4	 	 	 	 	 	9	9	1	9	99	1	6	 
312	2	9	 	 	 	 	 	9	9	1	9	99	1	6	 
312	2	4	 	 	 	 	 	9	1	8	9	99	1	6	 
321	1	5	3	 	 	 	 	1	1	1	9	99	2	2	 
321	1	5	3	 	 	 	 	9	3	1	9	99	2	2	 
321	1	5	3	 	 	 	 	9	4	1	9	7	2	1	 
321	1	5	3	 	 	 	 	9	2	1	9	9	2	2	 
321	1	5	3	 	 	 	 	9	5	1	3	8	2	2	 
321	1	5	3	 	 	 	 	1	1	4	2	4	2	1	 
321	1	5	3	 	 	 	 	1	1	1	2	9	2	2	 
321	1	5	3	 	 	 	 	9	5	1	2	6	2	2	 
321	1	5	3	 	 	 	 	9	4	1	2	11	8	1	 
321	1	5	3	 	 	 	 	1	1	1	9	99	2	2	 
321	1	5	3	 	 	 	 	9	4	1	2	8	8	1	 
321	1	5	3	 	 	 	 	9	2	1	9	99	2	1	 
321	1	5	3	 	 	 	 	1	1	1	2	4	2	2	 
321	1	5	3	 	 	 	 	9	4	11	2	10	6	5	 
321	1	5	3	 	 	 	 	1	1	1	2	8	2	2	 
321	1	5	3	 	 	 	 	9	2	4	3	10	2	1	 
321	1	5	3	 	 	 	 	1	1	1	2	5	2	5	 
321	1	5	3	 	 	 	 	1	1	14	3	5	2	1	 
321	1	5	3	 	 	 	 	9	2	1	2	10	2	1	 
321	1	5	3	 	 	 	 	9	2	10	2	5	2	1	1
321	1	5	3	 	 	 	 	9	2	1	2	6	2	2	 
321	1	5	3	 	 	 	 	9	3	1	2	9	2	2	 
321	1	5	3	 	 	 	 	1	1	4	3	7	7	1	 
321	1	5	3	 	 	 	 	9	3	1	2	4	2	1	 
321	1	5	3	 	 	 	 	1	1	1	2	7	2	2	 
321	1	5	3	 	 	 	 	9	3	14	3	3	4	1	 
321	1	5	3	 	 	 	 	1	1	1	2	8	2	2	 
321	1	3	 	 	 	 	 	9	2	1	9	7	6	1	1
321	1	5	3	 	 	 	 	9	3	5	9	6	7	1	 
321	1	5	3	 	 	 	 	1	1	1	2	7	2	2	 
321	1	5	3	 	 	 	 	1	1	1	3	7	2	2	 
321	1	5	3	 	 	 	 	1	1	1	2	5	2	2	 
321	2	5	4	 	 	 	 	9	2	1	3	8	1	9	 
321	2	5	4	 	 	 	 	9	3	1	9	9	1	6	 
321	2	5	4	 	 	 	 	9	1	6	3	9	2	1	 
321	2	5	4	 	 	 	 	9	4	1	9	8	1	1	 
321	2	5	4	 	 	 	 	9	3	1	2	8	1	2	 
321	2	5	4	 	 	 	 	9	2	1	9	6	1	2	 
321	2	5	4	 	 	 	 	9	5	1	9	9	1	2	 
321	2	5	4	 	 	 	 	9	3	1	9	3	1	1	 
321	2	5	4	 	 	 	 	9	1	8	2	5	1	1	 
321	2	5	4	 	 	 	 	9	1	1	2	11	1	2	 
321	2	5	4	 	 	 	 	9	2	1	2	9	1	2	 
321	2	5	4	 	 	 	 	9	3	1	2	10	1	1	 
321	2	5	4	 	 	 	 	9	1	5	2	6	7	1	 
321	2	5	4	 	 	 	 	9	2	10	2	99	1	6	 
321	2	5	4	 	 	 	 	9	2	1	2	11	4	1	 
321	2	5	4	 	 	 	 	9	1	1	2	8	1	2	 
321	2	5	4	 	 	 	 	9	4	1	3	8	1	2	 
321	2	5	4	 	 	 	 	9	7	1	2	7	1	1	 
321	2	5	4	 	 	 	 	9	4	10	2	6	1	9	 
321	2	5	4	 	 	 	 	9	2	1	9	99	1	2	 
321	2	5	4	 	 	 	 	9	3	6	2	4	1	2	 
321	2	5	4	 	 	 	 	9	1	1	3	7	1	2	 
322	1	3	 	 	 	 	 	1	1	1	2	7	2	2	 
322	1	3	 	 	 	 	 	9	2	1	2	8	2	2	 
322	1	2	 	 	 	 	 	9	3	1	2	4	2	1	1
322	1	3	 	 	 	 	 	9	2	1	2	8	2	2	 
322	1	3	 	 	 	 	 	1	1	1	2	8	2	2	 
322	1	5	 	 	 	 	 	9	2	1	2	5	2	2	 
322	1	3	 	 	 	 	 	1	1	1	2	5	2	2	 
322	1	3	 	 	 	 	 	1	1	1	2	10	2	2	 
322	1	3	 	 	 	 	 	9	3	1	2	11	2	1	 
322	1	3	 	 	 	 	 	1	1	1	2	9	2	2	 
322	1	3	 	 	 	 	 	9	2	1	2	5	2	1	 
322	1	2	 	 	 	 	 	9	2	1	2	4	2	1	 
322	1	3	 	 	 	 	 	9	2	1	2	8	2	1	 
322	1	3	 	 	 	 	 	1	1	1	2	4	2	2	 
322	1	3	 	 	 	 	 	1	1	1	2	13	2	2	 
322	1	3	 	 	 	 	 	1	1	1	3	6	2	2	 
322	1	3	 	 	 	 	 	9	2	1	2	7	2	2	 
322	1	3	 	 	 	 	 	1	1	1	2	7	2	2	 
322	1	3	 	 	 	 	 	9	3	1	2	8	2	2	 
322	1	3	 	 	 	 	 	1	1	1	2	7	2	2	 
322	1	3	 	 	 	 	 	9	4	1	2	8	2	2	 
322	1	2	 	 	 	 	 	9	1	4	2	9	2	2	 
322	1	5	 	 	 	 	 	9	1	1	2	3	2	2	 
322	2	4	 	 	 	 	 	9	4	6	3	7	4	2	 
322	2	4	 	 	 	 	 	9	3	1	2	14	2	1	 
322	2	4	 	 	 	 	 	9	4	1	2	10	2	9	 
322	2	4	 	 	 	 	 	9	1	1	2	7	1	2	 
322	2	5	 	 	 	 	 	9	1	1	2	8	1	9	 
322	2	4	 	 	 	 	 	9	4	1	2	5	1	5	 
322	2	5	 	 	 	 	 	9	4	1	2	6	1	1	 
322	2	5	 	 	 	 	 	9	4	10	2	11	1	1	 
322	2	4	 	 	 	 	 	9	4	1	2	7	9	9	 
322	2	4	 	 	 	 	 	9	1	1	3	7	2	9	 
322	2	4	 	 	 	 	 	9	1	1	2	7	2	1	 
322	2	4	 	 	 	 	 	9	1	1	2	8	9	9	2
322	2	4	 	 	 	 	 	9	1	1	3	6	1	9	 
322	2	5	 	 	 	 	 	9	4	1	2	11	1	1	 
322	2	4	 	 	 	 	 	9	1	1	2	5	1	9	 
322	2	4	 	 	 	 	 	9	3	1	3	9	5	9	 
322	2	5	 	 	 	 	 	9	1	1	2	5	1	9	 
322	2	4	 	 	 	 	 	9	1	1	2	6	1	6	 
322	2	4	 	 	 	 	 	9	3	1	2	10	1	1	 
322	2	5	 	 	 	 	 	9	3	1	2	7	1	5	 
322	2	4	 	 	 	 	 	9	1	1	2	4	1	9	 
322	2	4	 	 	 	 	 	9	4	1	3	7	1	6	 
322	2	4	 	 	 	 	 	9	1	1	2	7	1	5	 
322	2	4	 	 	 	 	 	9	2	1	3	6	1	4	 
322	2	5	 	 	 	 	 	9	4	1	2	11	1	9	 
322	2	4	 	 	 	 	 	9	2	1	2	11	5	9	 
322	2	4	 	 	 	 	 	9	1	4	3	6	1	1	 
322	2	4	 	 	 	 	 	9	1	1	2	4	1	2	 
322	2	4	 	 	 	 	 	9	1	1	2	5	1	2	 
322	2	4	 	 	 	 	 	9	1	1	3	5	1	2	 
322	2	4	 	 	 	 	 	9	3	1	2	11	9	9	2
322	2	5	 	 	 	 	 	9	3	8	2	8	5	4	2
322	2	5	 	 	 	 	 	9	1	1	2	7	1	9	 
323	1	3	 	 	 	 	 	9	1	1	9	99	2	2	 
323	1	1	 	 	 	 	 	9	3	11	9	7	4	1	 
323	1	1	 	 	 	 	 	9	1	6	9	6	4	5	 
323	1	3	 	 	 	 	 	9	1	1	9	99	2	2	5
323	1	1	 	 	 	 	 	9	1	6	9	3	2	2	5
323	1	2	 	 	 	 	 	9	1	1	9	2	2	2	5
323	1	5	 	 	 	 	 	9	1	1	9	2	2	2	5
323	1	3	 	 	 	 	 	9	1	1	9	8	2	2	5
323	1	3	 	 	 	 	 	9	1	1	9	5	2	2	5
323	1	5	 	 	 	 	 	9	1	1	9	7	2	2	5
323	1	3	 	 	 	 	 	9	1	1	9	8	2	2	5
323	1	1	 	 	 	 	 	9	2	1	9	5	2	5	5
323	1	3	 	 	 	 	 	9	1	1	9	8	2	2	5
323	1	3	 	 	 	 	 	9	2	1	9	4	6	5	 
323	1	1	 	 	 	 	 	9	3	1	9	11	2	5	5
323	1	3	 	 	 	 	 	9	1	1	9	8	2	2	5
323	1	3	 	 	 	 	 	9	3	1	9	7	2	5	 
323	1	3	 	 	 	 	 	9	1	1	9	7	2	2	5
323	1	1	 	 	 	 	 	9	4	1	9	6	6	5	5
323	1	3	 	 	 	 	 	9	1	1	9	6	2	2	5
323	1	1	 	 	 	 	 	9	4	1	9	9	4	1	 
323	1	2	 	 	 	 	 	9	3	1	9	6	4	1	 
323	1	3	 	 	 	 	 	9	2	1	9	6	2	5	 
323	1	3	 	 	 	 	 	9	1	1	9	5	2	2	 
323	1	3	 	 	 	 	 	9	3	6	9	9	2	5	 
323	1	3	 	 	 	 	 	9	9	1	9	6	2	5	 
323	1	5	 	 	 	 	 	9	1	6	9	4	2	2	 
323	1	3	 	 	 	 	 	9	9	1	9	6	2	5	 
323	1	3	 	 	 	 	 	9	1	1	9	3	2	1	 
323	1	3	 	 	 	 	 	9	9	1	9	7	2	9	 
323	1	1	 	 	 	 	 	9	9	1	9	5	9	9	 
323	2	4	 	 	 	 	 	9	2	1	9	4	1	5	 
323	2	4	 	 	 	 	 	9	3	1	9	8	1	1	 
323	2	4	 	 	 	 	 	9	2	1	9	9	1	5	 
323	2	4	 	 	 	 	 	9	2	1	9	6	1	5	 
323	2	5	 	 	 	 	 	9	2	1	9	5	1	5	 
323	2	4	 	 	 	 	 	9	1	1	9	6	1	5	 
323	2	4	 	 	 	 	 	9	2	1	9	8	1	5	 
323	2	4	 	 	 	 	 	9	1	1	9	8	1	5	 
323	2	4	 	 	 	 	 	9	3	1	9	7	1	5	 
323	2	4	 	 	 	 	 	9	1	1	9	8	1	5	 
323	2	4	 	 	 	 	 	9	4	1	9	5	1	5	 
323	2	4	 	 	 	 	 	9	1	1	9	7	1	5	 
323	2	4	 	 	 	 	 	9	1	1	9	7	1	5	 
323	2	4	 	 	 	 	 	9	2	11	9	1	4	1	 
323	2	4	 	 	 	 	 	9	2	10	9	3	1	5	 
323	2	4	 	 	 	 	 	9	1	1	9	5	1	5	 
323	2	4	 	 	 	 	 	9	1	1	9	6	1	5	 
323	2	4	 	 	 	 	 	9	1	1	9	6	1	5	 
323	2	4	 	 	 	 	 	9	1	1	9	6	1	5	 
324	1	3	 	 	 	 	 	1	1	1	2	6	2	2	 
324	1	3	 	 	 	 	 	9	3	1	2	6	4	1	 
324	1	3	 	 	 	 	 	9	2	1	2	7	4	1	 
324	1	3	 	 	 	 	 	1	1	1	2	6	2	2	 
324	1	1	 	 	 	 	 	1	1	6	2	4	2	2	 
324	1	3	 	 	 	 	 	1	1	1	2	5	2	2	 
324	1	3	 	 	 	 	 	1	1	1	1	7	2	2	 
324	1	2	 	 	 	 	 	9	3	4	2	6	3	1	1
324	1	2	 	 	 	 	 	1	1	5	3	3	4	1	 
324	1	3	 	 	 	 	 	1	1	1	2	5	2	2	 
324	1	3	 	 	 	 	 	1	1	1	2	5	2	2	 
324	1	2	 	 	 	 	 	9	2	7	3	4	2	2	 
324	1	3	 	 	 	 	 	1	1	1	2	7	2	2	 
324	1	2	 	 	 	 	 	9	2	1	2	6	2	2	 
324	1	3	 	 	 	 	 	1	1	1	2	4	2	2	 
324	1	2	 	 	 	 	 	9	2	4	2	5	3	1	1
324	1	3	 	 	 	 	 	1	1	1	2	6	2	2	 
324	1	2	 	 	 	 	 	9	2	1	2	6	2	2	 
324	1	2	 	 	 	 	 	9	2	1	2	6	2	2	 
324	1	2	 	 	 	 	 	9	2	1	2	5	4	1	 
324	1	3	 	 	 	 	 	1	1	1	2	5	2	2	 
324	1	2	 	 	 	 	 	9	3	1	2	4	3	1	1
324	1	2	 	 	 	 	 	9	2	1	2	6	3	1	1
324	1	3	 	 	 	 	 	1	1	1	2	7	2	2	 
324	1	3	 	 	 	 	 	1	1	1	2	6	2	2	 
324	1	2	 	 	 	 	 	9	4	1	2	7	4	1	 
324	1	2	 	 	 	 	 	9	2	1	2	5	4	1	 
324	1	2	 	 	 	 	 	9	2	1	2	6	4	1	 
324	1	3	 	 	 	 	 	1	1	1	2	6	2	2	 
324	1	2	 	 	 	 	 	9	2	1	2	6	2	2	 
324	1	3	 	 	 	 	 	1	1	1	2	5	2	2	 
324	1	2	 	 	 	 	 	9	2	1	2	6	2	2	 
324	1	3	 	 	 	 	 	9	4	1	2	7	4	1	 
324	1	3	 	 	 	 	 	1	1	1	2	6	2	2	 
324	2	4	 	 	 	 	 	9	1	1	2	6	2	2	 
324	2	4	 	 	 	 	 	9	1	1	2	6	2	2	 
324	2	4	 	 	 	 	 	9	1	8	2	4	5	2	 
324	2	4	 	 	 	 	 	9	1	1	2	5	2	2	 
324	2	4	1	 	 	 	 	9	2	5	2	4	4	1	 
324	2	4	 	 	 	 	 	9	1	5	2	5	4	1	 
324	2	4	 	 	 	 	 	9	2	5	2	5	4	1	 
324	2	4	 	 	 	 	 	9	2	8	2	4	4	1	 
324	2	4	 	 	 	 	 	1	7	1	2	3	2	2	 
324	2	4	 	 	 	 	 	9	2	1	2	5	2	2	 
324	2	4	 	 	 	 	 	9	2	1	2	6	2	2	 
324	2	4	 	 	 	 	 	9	2	5	2	4	4	1	 
324	2	4	 	 	 	 	 	9	1	1	2	6	2	2	 
324	2	4	 	 	 	 	 	9	2	1	2	5	2	2	 
324	2	4	 	 	 	 	 	9	2	1	2	6	2	2	 
324	2	4	 	 	 	 	 	9	2	1	2	5	2	2	 
324	2	4	 	 	 	 	 	9	3	1	2	4	2	2	 
324	2	4	 	 	 	 	 	9	3	1	2	3	2	2	 
324	2	4	 	 	 	 	 	9	4	1	2	5	2	2	 
324	2	1	 	 	 	 	 	9	2	14	2	3	4	1	 
324	2	1	 	 	 	 	 	9	2	1	2	5	2	2	 
324	2	1	 	 	 	 	 	9	1	1	2	5	5	2	 
324	2	4	 	 	 	 	 	9	1	5	2	4	2	2	 
324	2	4	 	 	 	 	 	9	2	1	2	6	2	2	 
324	2	1	 	 	 	 	 	9	1	6	2	2	5	2	 
324	2	4	 	 	 	 	 	9	1	8	2	4	2	2	 
324	2	4	 	 	 	 	 	9	2	1	2	4	2	2	 
324	2	4	 	 	 	 	 	9	2	1	2	3	2	2	 
324	2	4	 	 	 	 	 	9	2	1	2	4	2	2	 
324	2	4	 	 	 	 	 	9	3	1	2	6	2	2	 
324	2	4	 	 	 	 	 	9	2	1	2	5	2	2	 
324	2	4	 	 	 	 	 	9	3	1	2	6	2	2	 
324	2	4	 	 	 	 	 	9	1	1	2	5	2	2	 
324	2	4	 	 	 	 	 	9	1	1	2	4	2	2	 
324	2	4	 	 	 	 	 	9	1	1	2	5	2	2	 
324	2	4	 	 	 	 	 	9	2	1	2	5	5	2	 
324	2	4	 	 	 	 	 	9	1	1	2	5	5	2	 
324	2	4	 	 	 	 	 	9	2	1	2	4	2	2	 
324	2	4	 	 	 	 	 	9	2	1	2	5	2	2	 
324	2	4	 	 	 	 	 	9	2	6	2	5	4	1	 
324	2	4	 	 	 	 	 	9	1	5	3	4	4	1	 
324	2	4	 	 	 	 	 	9	1	1	2	6	2	2	 
324	2	4	 	 	 	 	 	9	1	1	2	6	2	2	2
324	2	4	 	 	 	 	 	9	2	1	2	5	2	2	 
324	2	4	 	 	 	 	 	9	1	4	2	4	5	2	2
324	2	4	 	 	 	 	 	9	2	1	2	5	2	2	 
324	2	4	 	 	 	 	 	9	1	1	2	5	2	2	 
324	2	4	 	 	 	 	 	9	2	1	2	5	2	2	 
324	2	4	 	 	 	 	 	9	2	1	2	4	2	2	 
325	1	3	 	 	 	 	 	9	4	1	3	99	1	9	 
325	1	3	 	 	 	 	 	9	2	1	2	99	1	9	 
325	1	3	 	 	 	 	 	9	1	1	2	99	1	9	 
325	1	3	 	 	 	 	 	9	2	1	2	99	1	9	 
325	1	3	 	 	 	 	 	9	1	1	2	99	1	9	 
325	1	3	 	 	 	 	 	9	1	1	2	99	1	9	 
325	1	2	 	 	 	 	 	9	2	1	2	99	1	9	 
325	1	3	 	 	 	 	 	9	2	1	2	99	1	9	 
325	1	5	 	 	 	 	 	9	1	1	2	99	1	9	 
325	1	9	 	 	 	 	 	9	1	1	3	99	9	9	 
325	1	2	 	 	 	 	 	9	4	1	3	99	9	9	 
325	1	3	 	 	 	 	 	9	1	1	3	99	1	9	 
325	1	3	 	 	 	 	 	9	3	1	2	99	1	9	 
325	1	3	 	 	 	 	 	9	3	1	2	99	1	9	 
325	1	3	 	 	 	 	 	9	2	1	2	99	1	9	 
325	1	3	 	 	 	 	 	9	2	1	2	99	1	9	 
325	1	3	 	 	 	 	 	9	2	1	2	99	1	9	 
325	1	3	 	 	 	 	 	9	4	1	2	99	1	9	 
325	1	3	 	 	 	 	 	9	1	1	3	99	1	9	 
325	1	3	 	 	 	 	 	9	1	1	2	99	1	9	 
325	1	3	 	 	 	 	 	9	7	4	2	99	9	9	 
325	1	3	 	 	 	 	 	9	1	1	2	99	1	9	 
325	1	3	 	 	 	 	 	9	2	1	2	99	1	9	 
325	1	3	 	 	 	 	 	9	1	6	2	99	1	9	 
325	1	3	 	 	 	 	 	9	1	1	2	99	1	9	 
325	1	3	 	 	 	 	 	9	2	1	2	99	1	9	 
325	1	3	 	 	 	 	 	9	3	1	2	99	1	9	 
325	1	3	 	 	 	 	 	9	1	1	2	99	9	9	 
325	1	3	 	 	 	 	 	9	3	1	2	99	9	9	 
325	2	4	 	 	 	 	 	9	2	1	9	99	1	9	 
325	2	4	 	 	 	 	 	9	2	1	9	99	1	9	 
325	2	4	 	 	 	 	 	9	3	1	9	99	1	9	 
325	2	4	 	 	 	 	 	9	4	1	9	99	1	9	 
325	2	1	 	 	 	 	 	9	2	6	9	99	1	9	 
325	2	1	 	 	 	 	 	9	2	10	9	99	1	9	 
325	2	4	 	 	 	 	 	9	1	6	9	99	1	9	 
325	2	4	 	 	 	 	 	9	2	1	9	99	1	9	 
325	2	4	 	 	 	 	 	9	7	1	9	99	1	9	 
325	2	4	 	 	 	 	 	9	2	1	9	99	1	9	 
325	2	4	 	 	 	 	 	9	1	1	9	99	1	9	 
325	2	4	 	 	 	 	 	9	2	1	9	99	1	9	 
325	2	4	 	 	 	 	 	9	2	1	9	99	1	9	 
325	2	4	 	 	 	 	 	9	3	1	9	99	1	9	 
325	2	4	 	 	 	 	 	9	1	1	9	99	1	9	 
325	2	4	 	 	 	 	 	9	3	1	9	99	1	9	 
325	2	1	 	 	 	 	 	9	1	6	9	99	1	9	 
325	2	4	 	 	 	 	 	9	2	1	9	99	1	9	 
325	2	4	 	 	 	 	 	9	1	1	9	99	1	9	 
325	2	4	 	 	 	 	 	9	4	1	9	99	1	9	 
325	2	4	 	 	 	 	 	9	3	6	9	99	1	9	 
325	2	4	 	 	 	 	 	9	1	1	9	99	1	9	 
325	2	4	 	 	 	 	 	9	7	1	9	99	1	9	 
325	2	4	 	 	 	 	 	9	4	1	9	99	1	9	 
325	2	4	 	 	 	 	 	9	3	1	9	99	1	9	 
325	2	4	 	 	 	 	 	9	1	1	9	99	1	9	 
325	2	4	 	 	 	 	 	9	2	1	9	99	1	9	 
325	2	4	 	 	 	 	 	9	2	1	9	99	1	9	 
325	2	4	 	 	 	 	 	9	1	1	9	99	1	9	 
325	2	1	 	 	 	 	 	9	1	10	9	99	1	9	 
325	2	4	 	 	 	 	 	9	1	1	9	99	1	9	 
325	2	4	 	 	 	 	 	9	2	1	9	99	1	9	 
325	2	4	 	 	 	 	 	9	1	1	9	99	1	9	 
325	2	4	 	 	 	 	 	9	7	1	9	99	1	9	 
325	2	4	 	 	 	 	 	9	2	1	9	99	1	9	 
325	2	4	 	 	 	 	 	9	3	1	9	99	1	9	 
325	2	4	 	 	 	 	 	9	2	1	9	99	1	9	 
325	2	4	 	 	 	 	 	9	1	1	9	99	1	9	 
325	2	4	 	 	 	 	 	9	2	1	9	99	1	9	 
325	2	4	 	 	 	 	 	9	2	1	9	99	1	9	 
325	2	4	 	 	 	 	 	9	1	11	9	99	1	9	 
325	2	4	 	 	 	 	 	9	3	1	9	99	1	9	 
325	2	4	 	 	 	 	 	9	4	1	9	99	1	9	 
325	2	4	 	 	 	 	 	9	1	10	9	99	1	9	 
325	2	4	 	 	 	 	 	9	3	1	9	99	1	9	 
325	2	4	 	 	 	 	 	9	2	13	9	99	1	9	 
325	2	4	 	 	 	 	 	9	1	1	9	99	1	9	 
325	2	4	 	 	 	 	 	9	1	14	9	99	1	9	 
326	1	5	 	 	 	 	 	1	1	1	2	2	8	1	1
326	1	5	 	 	 	 	 	1	1	1	1	4	2	2	1
326	1	5	 	 	 	 	 	2	3	1	2	5	2	1	1
326	1	1	 	 	 	 	 	1	1	1	1	7	2	2	1
326	1	2	 	 	 	 	 	2	3	1	1	6	2	1	 
326	1	2	 	 	 	 	 	2	4	1	2	7	2	1	 
326	1	1	 	 	 	 	 	2	2	10	2	99	7	1	 
326	1	3	 	 	 	 	 	1	1	1	9	4	2	2	 
326	1	3	 	 	 	 	 	1	1	1	2	5	2	2	 
326	1	2	 	 	 	 	 	2	2	1	2	8	2	1	 
326	1	2	 	 	 	 	 	2	3	1	2	7	2	1	 
326	1	2	 	 	 	 	 	2	3	1	2	8	2	1	 
326	1	2	 	 	 	 	 	2	2	1	2	9	2	1	 
326	1	3	 	 	 	 	 	1	1	1	2	4	2	2	 
326	1	2	 	 	 	 	 	2	3	1	2	8	4	1	 
326	1	3	 	 	 	 	 	1	1	1	2	6	2	2	 
326	1	3	 	 	 	 	 	1	1	1	2	7	2	2	 
326	1	3	 	 	 	 	 	1	1	1	2	8	2	2	 
326	1	3	 	 	 	 	 	1	1	1	2	3	2	2	 
326	1	2	 	 	 	 	 	2	2	1	2	7	4	1	 
326	1	3	 	 	 	 	 	1	1	1	2	6	2	2	 
326	1	3	 	 	 	 	 	1	1	1	2	10	2	2	 
326	1	2	 	 	 	 	 	2	3	1	2	6	2	1	 
326	1	1	 	 	 	 	 	2	2	1	2	9	2	1	 
326	1	3	 	 	 	 	 	1	1	1	3	4	2	2	 
326	1	2	 	 	 	 	 	2	2	1	2	8	2	1	 
326	1	2	 	 	 	 	 	2	2	1	3	4	2	1	 
326	1	2	 	 	 	 	 	2	2	5	2	6	7	1	 
326	2	4	 	 	 	 	 	2	2	1	2	7	1	6	 
326	2	4	 	 	 	 	 	2	1	6	1	9	1	6	 
326	2	4	 	 	 	 	 	2	1	1	2	6	1	6	 
326	2	4	 	 	 	 	 	2	2	1	2	5	1	6	 
326	2	4	 	 	 	 	 	2	3	1	1	5	1	6	 
326	2	4	 	 	 	 	 	2	1	1	2	5	1	6	 
326	2	4	 	 	 	 	 	2	3	1	2	3	5	2	 
326	2	4	 	 	 	 	 	2	2	1	2	10	1	6	 
326	2	4	 	 	 	 	 	2	2	1	2	8	5	6	 
326	2	4	 	 	 	 	 	2	1	1	1	7	1	6	 
326	2	4	 	 	 	 	 	2	3	1	3	9	1	6	 
326	2	4	 	 	 	 	 	2	3	1	2	5	1	6	 
326	2	4	 	 	 	 	 	2	2	1	2	7	1	6	 
326	2	4	 	 	 	 	 	2	2	1	2	5	5	6	 
326	2	4	 	 	 	 	 	2	1	1	2	6	1	6	 
326	2	4	 	 	 	 	 	2	1	1	2	7	1	6	 
326	2	4	 	 	 	 	 	2	1	1	2	8	1	6	 
326	2	4	 	 	 	 	 	2	4	1	1	11	1	6	 
326	2	4	 	 	 	 	 	2	1	4	2	7	1	6	 
326	2	4	 	 	 	 	 	2	1	1	2	7	1	6	 
326	2	5	 	 	 	 	 	2	3	1	2	5	5	6	 
326	2	4	 	 	 	 	 	2	1	1	2	7	1	6	 
326	2	4	 	 	 	 	 	1	1	1	2	5	1	6	 
326	2	4	 	 	 	 	 	2	2	1	2	7	1	6	 
326	2	4	 	 	 	 	 	2	3	1	2	9	1	6	 
326	2	4	 	 	 	 	 	2	1	1	2	3	1	6	 
326	2	4	 	 	 	 	 	2	2	1	2	6	1	6	 
326	2	4	 	 	 	 	 	2	2	1	3	8	1	6	 
326	2	4	 	 	 	 	 	2	1	5	2	5	1	6	 
326	2	4	 	 	 	 	 	2	2	1	2	6	1	6	 
326	2	4	 	 	 	 	 	2	2	1	2	6	5	6	 
326	2	4	 	 	 	 	 	2	2	1	2	6	1	6	 
326	2	4	 	 	 	 	 	2	2	1	2	10	1	6	 
326	2	4	 	 	 	 	 	2	4	1	1	11	1	6	 
326	2	4	 	 	 	 	 	2	2	14	2	5	5	1	 
326	2	4	 	 	 	 	 	2	1	1	2	4	1	6	 
326	2	4	 	 	 	 	 	2	1	4	2	8	5	1	 
326	2	4	 	 	 	 	 	2	1	1	2	4	1	6	 
326	2	4	 	 	 	 	 	2	2	1	2	8	1	6	 
326	2	4	 	 	 	 	 	2	2	1	2	7	1	6	 
327	1	3	2	 	 	 	 	9	1	1	2	5	2	2	1
327	1	3	2	 	 	 	 	9	2	1	2	10	2	2	 
327	1	3	2	 	 	 	 	9	1	1	2	7	2	2	 
327	1	3	2	 	 	 	 	9	1	1	3	3	2	2	 
327	1	3	2	 	 	 	 	9	2	1	2	7	2	2	 
327	1	3	2	 	 	 	 	9	1	1	2	7	2	2	 
327	1	3	 	 	 	 	 	9	1	1	2	6	2	2	 
327	1	3	 	 	 	 	 	9	1	1	2	4	2	2	 
327	1	3	 	 	 	 	 	9	1	1	2	5	2	2	 
327	1	3	 	 	 	 	 	9	1	1	2	6	2	2	 
327	1	3	 	 	 	 	 	9	3	6	2	5	2	2	 
327	1	3	1	 	 	 	 	9	1	7	2	3	2	9	 
327	1	2	1	 	 	 	 	9	2	10	2	9	6	1	 
327	1	5	 	 	 	 	 	9	1	4	2	5	3	1	1
327	1	5	 	 	 	 	 	9	2	8	2	6	5	9	3
327	1	5	 	 	 	 	 	9	1	5	2	5	5	9	3
327	2	4	 	 	 	 	 	9	1	11	2	5	4	9	 
327	2	4	 	 	 	 	 	9	1	1	2	6	6	9	 
327	2	4	 	 	 	 	 	9	3	1	2	8	2	2	 
327	2	4	 	 	 	 	 	9	3	1	2	11	2	2	 
327	2	4	 	 	 	 	 	9	2	1	3	9	1	2	 
327	2	4	 	 	 	 	 	9	2	1	2	6	1	2	 
327	2	4	 	 	 	 	 	9	1	1	3	6	1	2	 
327	2	4	 	 	 	 	 	9	4	1	2	5	1	2	2
327	2	4	 	 	 	 	 	9	2	10	2	6	6	9	 
327	2	4	 	 	 	 	 	9	1	8	2	4	1	6	2
327	2	5	 	 	 	 	 	9	3	1	2	7	1	6	2
327	2	4	 	 	 	 	 	9	3	5	2	4	1	6	 
327	2	4	 	 	 	 	 	9	2	1	2	7	1	6	2
327	2	4	 	 	 	 	 	9	2	5	2	4	1	6	2
327	2	4	 	 	 	 	 	9	1	1	2	5	1	6	 
327	2	4	 	 	 	 	 	9	3	1	2	7	1	6	2
